filename,width,height,label,points
Kradangnga_800_2.png,512,267,non-green-800,"209.465625,141.796875;223.94125,138.55625;166.189375,94.524375;161.846875,92.104375;157.94375,90.70625"
Kradangnga_800_2.png,512,267,non-green-800,"98.1125,154.525"
Kradangnga_800_2.png,512,267,non-green-800,"277.621875,212.826875;377.761875,19.06375;394.935,21.71875;391.0725,37.06375;362.21,46.891875;379.95,89.04375;379.96875,14.16875"
Kradangnga_800_2.png,512,267,non-green-800,"486.75,24.375;458.625,224.375;328.625,256.625;385.8875,49.55;481.125,36.0"
Kradangnga_800_2.png,512,267,non-green-800,"160.875,178.25;426.5,193.25;160.175,21.45;114.9,102.975"
Kradangnga_800_2.png,512,267,non-green-800,"176.7975,104.341875"
Kradangnga_800_2.png,512,267,non-green-800,"296.3125,136.51875;347.5875,120.19375"
Kradangnga_800_2.png,512,267,non-green-800,"287.425,135.7875;320.175,249.18125"
Kradangnga_800_2.png,512,267,non-green-800,"453.975,175.61875;258.6875,78.125;279.75625,84.29375;499.53125,55.0;507.4375,56.25;491.8125,59.375;383.70625,144.33125;24.85,262.325"
Kradangnga_800_2.png,512,267,green-800,"105.91125,38.315625;201.29375,118.29375"
Kradangnga_800_2.png,512,267,green-800,"367.93125,18.3125"
Kradangnga_800_2.png,512,267,green-800,"349.048125,135.97875;251.57,147.159375"
Kradangnga_800_2.png,512,267,green-800,"379.546875,3.910625"
Kradangnga_800_2.png,512,267,green-800,"65.3375,85.40625"
Kradangnga_800_2.png,512,267,green-800,"495.79375,89.6625"
Kradangnga_800_2.png,512,267,non-green-800,"22.5375,37.55;31.55,34.19375"
Kradangnga_800_2.png,512,267,coconut-800,"317.71875,175.81875;165.75,163.25;183.4375,128.35;35.2625,82.4875;6.8625,183.25;500.58125,20.51875;51.83125,134.4375"
Kradangnga_800_2.png,512,267,green-800,"475.09375,43.26875"
Kradangnga_800_2.png,512,267,coconut-800,"67.83125,33.68125;211.06875,76.45625;397.28125,59.99375;437.04375,155.61875;477.8125,239.9875;432.35,89.89375;225.9375,105.5625;358.85625,180.66875;433.55,212.4625;425.1375,161.675;161.6875,219.725;421.2,152.075;69.68125,117.2375;444.6125,58.81875;267.19375,253.25625;282.31875,234.03125;226.64375,254.08125;114.6875,179.9375;25.3875,185.35;317.48125,115.99375;119.225,219.7875;87.40625,217.51875;34.0625,177.49375;305.75,165.35625;297.3875,200.4125;309.0875,222.65625;425.225,72.19375;396.8125,77.3125;461.55,93.525;99.71875,243.2125;69.425,132.875;133.3875,141.6;145.9375,156.8125;154.0625,160.5625;172.9,142.74375;39.0625,91.8125;68.90625,40.81875;12.84375,18.375;22.40625,25.66875"
Kradangnga_800_2.png,512,267,coconut-800,"135.60625,128.24375;16.16875,172.40625;41.625,124.9;12.5,130.625;324.74375,206.675;440.0375,205.25625;444.21875,103.525;344.375,239.375;229.375,231.25;305.625,127.5;308.5125,101.4875;248.95625,67.03125;174.04375,72.53125;210.95625,107.825;438.44375,221.6125;300.48125,213.625;341.48125,207.93125"
Kradangnga_800_2.png,512,267,coconut-800,"225.73125,96.20625;287.01875,255.79375;128.13125,51.11875;72.5625,71.375;326.5875,218.46875;327.5625,134.5;302.14375,113.7375;394.4375,95.75;459.55625,38.4;116.33125,211.46875;17.4375,160.2375;8.8125,160.75;88.1875,127.0;123.58125,70.1125;33.1875,68.875;51.9375,65.125;43.0625,32.65625;42.5625,80.125;408.1875,177.625;393.8125,166.375;467.25625,164.56875;469.35625,151.725;368.1875,87.0;485.375,86.38125;195.0625,247.0;51.9375,115.75;142.68125,53.03125;215.61875,74.7375;369.6875,155.6875;384.7625,196.11875;404.5,106.0;130.06875,226.99375;129.5,196.0;75.5625,253.71875;112.68125,233.4;255.4,98.34375;139.01875,40.40625;143.8,17.98125;120.625,18.1875;88.50625,54.625;75.75,30.15"
Kradangnga_800_2.png,512,267,coconut-800,"183.23125,51.15;467.8625,202.05;455.175,196.8875;454.5375,137.0375;452.48125,125.825;461.75,130.80625;478.80625,125.80625;482.325,130.70625;488.5125,118.675;433.4375,32.65625;173.875,198.9375;158.69375,250.8125;195.75,169.71875;69.54375,179.99375;12.73125,117.475"
Kradangnga_800_3.png,512,267,non-green-800,"494.040625,127.118125;491.025,122.89375"
Kradangnga_800_3.png,512,267,non-green-800,"68.548125,232.885;70.594375,239.434375;129.944375,169.851875;159.414375,220.60625;160.6425,223.880625;266.24375,171.898125;371.43625,218.15;366.115,215.285;386.580625,23.319375;354.654375,50.33375;346.8775,61.385;330.505,55.245625;333.370625,81.850625;353.42625,39.691875;376.756875,33.5525;82.055,30.686875;88.195,23.319375;14.11,10.221875;12.06375,2.854375;4.69625,24.138125;19.840625,45.013125;113.98125,158.800625;132.4,147.34;310.449375,256.625;441.018125,115.004375;455.344375,101.088125;224.085,131.78625;79.599375,221.424375;88.195,217.33125;81.645625,257.853125;277.704375,254.988125;269.518125,258.2625;296.5325,252.531875;218.764375,137.925625;94.74375,50.74375"
Kradangnga_800_3.png,512,267,non-green-800,"448.4875,145.96875;445.99375,118.59375"
Kradangnga_800_3.png,512,267,non-green-800,"37.2575,184.3475;372.78625,41.78;159.150625,202.86875;145.3675,202.86875;184.563125,262.3075;258.215625,258.861875;111.88125,87.875;107.55625,79.775"
Kradangnga_800_3.png,512,267,non-green-800,"6.725625,63.2425;24.790625,56.360625;29.95,46.9"
Kradangnga_800_3.png,512,267,non-green-800,"10.64375,49.275;505.8375,136.3125"
Kradangnga_800_3.png,512,267,non-green-800,"446.96,70.786875;412.735625,47.31875;472.675,129.9375;401.490625,28.25125;482.8125,50.0875;473.850625,38.518125;455.925,17.86875"
Kradangnga_800_3.png,512,267,non-green-800,"444.15625,152.01875"
Kradangnga_800_3.png,512,267,green-800,"201.9375,46.5;189.4375,12.125;228.1875,117.75;283.1875,243.375;258.1875,181.5"
Kradangnga_800_3.png,512,267,green-800,"108.55625,55.26875;123.90625,34.70625"
Kradangnga_800_3.png,512,267,non-green-800,"74.35,71.4125"
Kradangnga_800_3.png,512,267,green-800,"104.640625,217.9225;108.9175,226.931875"
Kradangnga_800_3.png,512,267,green-800,"245.334375,164.783125"
Kradangnga_800_3.png,512,267,green-800,"265.225,3.89375"
Kradangnga_800_3.png,512,267,green-800,"254.44125,11.975625"
Kradangnga_800_3.png,512,267,green-800,"96.88125,240.1125"
Kradangnga_800_3.png,512,267,green-800,"385.719375,124.47;397.8,37.63125"
Kradangnga_800_3.png,512,267,green-800,"314.175,12.045625"
Kradangnga_800_3.png,512,267,green-800,"207.26875,81.04375"
Kradangnga_800_3.png,512,267,green-800,"198.15625,86.65625"
Kradangnga_800_3.png,512,267,coconut-800,"42.156875,149.731875;46.53,89.73125;164.325,156.125;288.40625,228.481875;390.905,76.606875;360.90625,77.231875;326.624375,127.05875;334.33875,128.8375;412.07,176.308125;301.2625,197.04375;299.33125,169.78125"
Kradangnga_800_3.png,512,267,coconut-800,"119.66875,245.8125;164.0,114.3125;201.2625,123.9875"
Kradangnga_800_3.png,512,267,coconut-800,"347.125,124.3125;297.75,98.0625;287.85,196.40625"
Kradangnga_800_3.png,512,267,coconut-800,"170.58125,148.7375"
Kradangnga_800_3.png,512,267,coconut-800,"247.29375,180.60625;169.26375,126.946875;395.175625,64.238125;383.81875,136.25;467.8875,55.46875"
Kradangnga_800_3.png,512,267,coconut-800,"180.8125,59.25"
Kradangnga_800_3.png,512,267,coconut-800,"137.275,71.81875;168.9375,53.0;174.9875,40.625;176.4375,68.625;378.90625,151.40625;93.3125,179.25;155.55,174.4125;215.8125,171.75;398.125,185.025;382.0625,63.625;370.1875,71.75"
Kradangnga_800_3.png,512,267,coconut-800,"298.89,112.918125;126.64625,256.369375;389.3825,204.953125;486.13125,83.76875;318.75625,182.69375;258.065625,224.748125;421.94375,175.2375"
Kradangnga_800_3.png,512,267,green-800,"330.16875,101.8875"
Kradangnga_800_3.png,512,267,coconut-800,"43.9375,112.375;463.64375,182.875"
Kradangnga_800_3.png,512,267,coconut-800,"180.01875,119.6875;163.26875,256.59375;247.4875,189.94375"
Kradangnga_800_3.png,512,267,coconut-800,"250.94375,184.70625;384.8125,89.8125;239.8125,48.625;318.125,131.875;247.3125,224.4375;390.7875,256.6625;112.4375,136.25;185.75,153.0;190.20625,189.7375"
Kradangnga_800_3.png,512,267,coconut-800,"349.5625,140.625"
Kradangnga_800_3.png,512,267,coconut-800,"119.50625,258.4875;233.9375,171.875;332.0625,233.125;352.45,257.96875;295.1875,217.5;288.3125,103.125"
Kradangnga_800_3.png,512,267,coconut-800,"280.6375,57.575;286.25,67.25"
Kradangnga_800_3.png,512,267,coconut-800,"464.72875,202.714375;330.56,119.4375;445.70875,41.815;71.04375,18.33125;328.6375,245.46875"
Kradangnga_800_3.png,512,267,green-800,"180.4125,255.69375;185.580625,251.4675;193.85625,254.275"
Kradangnga_800_3.png,512,267,coconut-800,"108.375,11.1875;119.81875,10.15625;137.925,8.63125;159.81875,65.6375;171.5,170.5625;447.425,238.13125;296.04375,187.28125"
Kradangnga_800_3.png,512,267,coconut-800,"319.25625,156.60625;196.0,215.875;227.875,201.5;154.85,49.15"
Kradangnga_800_3.png,512,267,coconut-800,"280.5,137.875;59.875,134.75;78.625,50.375;64.2875,26.15625;44.0,8.4375;355.5,238.5375;302.25,160.3125;76.75,186.8125;253.0625,126.375;151.1875,112.625;191.3125,156.475"
Kradangnga_800_3.png,512,267,coconut-800,"41.7,235.05625;153.936875,261.754375;158.4875,122.31875;304.061875,52.29125;309.4025,38.05;461.7625,248.15;426.47625,142.425625;435.851875,148.65625;16.65625,243.64375"
Kradangnga_800_4.png,512,267,non-green-800,"226.99,80.939375;229.044375,85.56125;205.93125,89.66875;208.5,96.34375"
Kradangnga_800_4.png,512,267,non-green-800,"223.90875,107.13;236.7475,99.94;357.943125,62.965;278.344375,53.72125;285.02,50.64;292.21,48.58625;272.695,24.963125;148.931875,18.800625;140.715,21.36875;137.63375,12.125;104.7675,32.153125;412.891875,207.27;317.886875,101.994375;345.104375,239.623125;338.42875,234.488125;326.616875,217.0275;219.286875,126.644375;238.288125,115.34625;269.61375,87.101875;266.019375,63.47875;168.96,53.72125;104.25625,18.8"
Kradangnga_800_4.png,512,267,non-green-800,"376.94375,137.9425;381.0525,135.374375;381.0525,126.130625;438.56875,240.65;358.45625,243.218125;348.699375,245.785625;168.44625,212.919375;167.419375,47.045625;184.88,23.4225;298.3725,33.69375;274.749375,35.7475;289.12875,32.66625;237.2625,46.53125;239.315,85.0475"
Kradangnga_800_4.png,512,267,non-green-800,"145.0625,7.01875"
Kradangnga_800_4.png,512,267,non-green-800,"350.5,106.875;336.6875,81.625;415.625,256.53125;199.275,94.525"
Kradangnga_800_4.png,512,267,non-green-800,"320.2875,90.95"
Kradangnga_800_4.png,512,267,non-green-800,"202.6875,143.0625;222.8875,143.775"
Kradangnga_800_4.png,512,267,non-green-800,"7.125,191.9375;341.69375,28.25"
Kradangnga_800_4.png,512,267,non-green-800,"201.125,251.81875"
Kradangnga_800_4.png,512,267,green-800,"309.6875,41.5;317.1875,61.5;328.4375,90.25;339.0625,110.875;357.8125,137.75;377.8125,167.125;393.4375,188.375;422.8125,232.125;436.5625,256.5"
Kradangnga_800_4.png,512,267,green-800,"395.3125,244.0;302.6625,10.6"
Kradangnga_800_4.png,512,267,green-800,"334.05625,33.15;290.1625,6.21875"
Kradangnga_800_4.png,512,267,green-800,"395.61875,24.8"
Kradangnga_800_4.png,512,267,green-800,"112.24,16.885625"
Kradangnga_800_4.png,512,267,green-800,"304.83875,63.379375;310.8375,56.26875"
Kradangnga_800_4.png,512,267,green-800,"384.18125,160.68125"
Kradangnga_800_4.png,512,267,coconut-800,"55.4375,100.0;76.6875,162.5;61.0625,108.125;64.1875,81.25;154.1875,221.875;54.8125,243.125;42.9375,221.25;76.0625,131.25;127.3125,205.625;236.6875,177.5;261.0625,174.375;294.1875,83.125;322.9375,129.375;256.0625,237.5;246.6875,102.5;412.98125,140.76875"
Kradangnga_800_4.png,512,267,coconut-800,"66.125,108.6875"
Kradangnga_800_4.png,512,267,coconut-800,"315.3125,198.125;442.1875,161.25;437.1875,158.75;412.375,175.0"
Sambava_800_1.png,512,267,non-green-800,"263.45125,89.104375"
Sambava_800_1.png,512,267,green-800,"367.625,259.875;387.0,251.125;328.875,205.5;244.5,248.625;268.25,258.0;302.625,233.625;362.0,261.125;388.875,184.25;382.625,156.75;382.0,173.0;380.125,140.5;383.875,134.875;380.75,107.375;374.5,91.75;373.25,83.0;374.5,64.25;372.0,13.0"
Sambava_800_1.png,512,267,Coconut-800,"102.613125,16.306875;103.74375,25.72875"
Sambava_800_1.png,512,267,sea-800,"449.09125,11.075;457.21,26.298125;440.465,48.1175;467.35875,55.221875;467.35875,84.145;444.016875,76.02625;487.14875,122.71;460.255,141.485;448.58375,122.71;488.16375,100.890625;489.685625,60.803125;468.88125,112.56125;491.715625,79.578125;494.2525,36.95375;475.4775,38.47625;478.5225,13.611875;495.2675,14.626875;496.79,27.3125;484.10375,27.3125;467.86625,8.03;460.255,43.043125;453.658125,61.818125;464.314375,74.50375;457.21,97.33875;438.9425,102.92;429.30125,125.755;443.509375,136.918125;460.761875,154.67875;447.06125,179.5425;428.28625,183.095;425.749375,202.884375;425.749375,212.525625;443.509375,222.674375;443.001875,238.9125;422.1975,250.583125;417.63,235.360625;415.600625,257.18;429.250625,153.66375;425.03875,148.944375;422.80625,156.606875;420.42125,144.326875;423.66875,92.720625;412.505,44.0075;419.609375,21.173125;419.609375,5.95;469.845,26.754375;453.1,84.094375;437.876875,90.69125;431.28,70.39375;444.47375,31.82875;476.949375,68.364375;475.934375,51.61875;502.828125,49.081875;503.335625,24.725;503.843125,8.486875;488.62,8.486875;475.934375,206.385625;451.5775,202.32625;465.785625,236.324375;490.65,239.87625;466.800625,220.086875;483.545625,218.056875;488.1125,183.55125;474.411875,181.014375;467.815625,197.251875;467.308125,166.80625;441.93625,165.79125;426.205625,170.865625;417.579375,192.1775;415.0425,210.445625;418.594375,221.60875;435.34,225.668125;440.41375,196.744375;454.621875,224.65375;447.518125,250.5325;470.86,261.18875;474.411875,242.92125;457.159375,257.129375;439.906875,260.17375;487.605625,258.65125;501.30625,257.129375;501.30625,229.220625;476.949375,227.190625;500.29125,208.415625;488.62,200.296875;459.69625,187.10375;457.666875,211.46;442.44375,210.445625;482.02375,155.135;476.441875,131.285625;501.30625,136.36;502.828125,162.746875;485.068125,169.850625;503.843125,184.56625;500.29125,110.98875;503.843125,88.15375;474.919375,94.243125;450.5625,111.495625;420.116875,59.23;436.861875,58.723125;425.69875,41.47;425.69875,110.98875;422.65375,127.73375;418.086875,181.014375;501.81375,66.334375;488.62,140.926875"
Sambava_800_1.png,512,267,sea-800,"459.69625,124.181875;496.231875,154.12;498.76875,245.965625;479.99375,252.055;489.635,229.220625;471.3675,148.03125;442.95125,154.6275;435.846875,117.0775;433.8175,191.163125;435.846875,175.4325;447.518125,192.685;453.6075,173.4025;454.115,161.224375;450.5625,147.01625;431.7875,138.8975;452.5925,134.838125;438.384375,126.21125;448.025625,42.485;460.20375,19.650625;482.53125,111.495625;501.81375,125.196875"
Sambava_800_1.png,512,267,non-green-800,"398.804375,4.4275;396.2675,11.024375;395.2525,21.68;395.76,31.32125;395.76,37.918125;400.326875,45.021875;399.311875,50.09625;397.789375,59.23;400.834375,75.468125;403.87875,67.349375;396.2675,67.856875;394.745,76.483125;394.2375,86.631875;403.87875,84.094375;397.2825,82.065;406.92375,77.498125;405.90875,94.243125;399.819375,91.19875;401.341875,103.884375;396.2675,97.2875;394.2375,104.391875;399.666875,109.618125;399.210625,117.0775;405.24875,115.403125"
Sambava_800_1.png,512,267,non-green-800,"399.0,130.5;399.625,143.625;399.625,156.125;400.25,171.125;402.125,180.5;407.125,151.75;407.125,139.875;399.625,193.625;397.125,226.125;398.375,209.875;398.375,243.625;400.25,236.75;398.375,255.5"
Sambava_800_1.png,512,267,non-green-800,"407.75,163.625;407.125,127.375;169.0,133.0;169.625,137.375;153.375,160.5;153.375,168.0;153.375,174.25;113.375,255.5;110.875,259.875;107.75,263.625"
Sambava_800_1.png,512,267,non-green-800,"256.18125,48.06875;138.375,224.25;134.625,231.125;133.8125,226.0;148.4375,226.0;142.5625,225.8125;136.375,218.875;173.875,133.25"
Sambava_800_1.png,512,267,non-green-800,"115.75,138.875;120.125,142.625;115.25,145.0625;122.0,163.875;123.625,160.625;130.4375,153.125;117.875,153.75;122.25,153.125;119.125,148.75;119.75,134.375;159.125,21.875;157.5875,15.625;156.625,9.375"
Sambava_800_1.png,512,267,non-green-800,"257.75,33.9375;256.5,39.5625;262.125,37.6875"
Sambava_800_1.png,512,267,non-green-800,"258.375,43.375"
Sambava_800_1.png,512,267,non-green-800,"160.5625,31.4375;161.1875,42.6875"
Sambava_800_1.png,512,267,non-green-800,"136.1875,256.4375;133.0625,261.4375;128.0625,263.3125"
Sambava_800_1.png,512,267,green-800,"173.6875,231.4375;183.0625,203.3125;174.3125,200.80625;167.4375,208.3125;168.6875,217.6875;186.1875,237.6875;182.625,246.5;168.5625,249.875;177.8125,245.8125;175.875,258.625;190.625,260.9375;204.4375,256.875;218.5,257.0625;208.5625,254.375;224.375,254.0625;223.125,245.9375;255.0,262.8125;255.0,257.8125"
Sambava_800_1.png,512,267,green-800,"169.5,263.625;285.125,212.375;375.75,219.25;355.75,213.625;346.375,225.5;373.25,237.375;382.625,193.0;319.5,196.75;315.125,219.25"
Sambava_800_1.png,512,267,green-800,"381.375,163.625;352.625,198.0;307.625,243.625;327.625,224.875;327.0,239.25;265.125,228.0;333.875,251.75;283.875,231.125;305.5,263.8125;272.5,235.6875;264.9375,236.75;363.9375,238.6875;336.9375,235.4375;308.3125,210.625;303.25,212.375;368.5625,254.125;377.3125,246.625;378.5625,204.75;376.6875,110.375;377.9375,104.125;372.5625,54.9375;264.4375,18.6875;267.5625,14.3125;258.1875,104.9375;264.4375,78.0625;263.8125,69.9375;255.90625,63.86875;250.6875,69.9375;249.4375,82.4375;265.6875,31.1875;270.6875,63.6875;200.0625,26.1875;254.4375,98.0625;110.0625,41.1875;136.3125,109.3125;93.8125,199.3125;120.0625,218.0625;156.9375,248.6875;154.4375,213.6875;150.0625,209.9375;176.3125,184.3125;129.4375,196.1875;110.6875,169.3125;48.1875,129.3125;76.9375,192.4375;96.3125,214.3125;111.3125,183.0625;160.0625,142.4375;146.9375,139.9375;147.5625,149.3125;161.9375,184.3125;156.9375,232.4375;45.0625,42.4375;69.4375,16.8125;6.9375,13.6875;47.5625,27.4375;42.5625,19.3125;19.4375,41.8125;24.4375,32.4375;17.5625,29.3125;13.1875,36.8125;31.3125,21.1875;30.0625,113.6875;48.1875,171.1875;141.3125,121.1875;112.5625,35.5625"
Sambava_800_1.png,512,267,green-800,"69.25,40.5625;46.125,14.9375;63.0,14.9375;60.5,26.1875;13.0,58.0625;58.0,34.3125;56.125,18.0625;248.0,34.3125;256.125,21.1875;255.5,9.9375;335.5,199.3125;331.375,216.4375;354.5,242.0625;339.5,250.8125;389.5,262.0625;291.375,230.8125;297.6875,251.8125;312.6875,254.9375;293.3125,208.6875;330.8125,260.5625;278.25,248.6875;245.75,258.5;244.5,239.125"
Sambava_800_1.png,512,267,green-800,"73.875,30.375;12.625,14.75;37.0,15.375;18.875,5.375;4.5,5.375;6.375,52.25;18.875,61.625;26.375,40.375"
Sambava_800_1.png,512,267,Coconut-800,"197.44375,133.9125;198.961875,142.838125;186.29375,142.33125"
Sambava_800_1.png,512,267,Coconut-800,"210.4875,221.7"
Sambava_800_1.png,512,267,Coconut-800,"210.915625,170.1825;243.710625,139.405;224.37,148.99125;191.575,148.31875;191.9125,153.86875;191.07,143.94625"
Sambava_800_1.png,512,267,Coconut-800,"192.92,157.905;194.0975,167.659375;197.293125,165.136875;195.275,176.909375;231.24875,221.023125;244.938125,199.781875;242.4325,212.345"
Sambava_800_1.png,512,267,Coconut-800,"275.2275,103.766875"
Sambava_800_1.png,512,267,Coconut-800,"277.30625,174.293125;278.32375,178.944375;297.655625,142.89625;264.47125,195.39875;260.895625,198.98875;263.933125,191.386875"
Sambava_800_1.png,512,267,Coconut-800,"266.143125,183.46875"
Sambava_800_1.png,512,267,Coconut-800,"28.5575,95.896875;36.125625,99.596875;40.666875,101.615;311.21875,7.8875"
Sambava_800_1.png,512,267,non-green-800,"27.100625,231.730625;24.6,229.68125;24.35,226.8375;25.74375,223.38125;28.65625,243.66875;24.536875,239.771875;28.265625,247.579375;34.441875,255.386875;36.78125,252.75;40.1525,252.240625;111.6375,263.78125"
Sambava_800_1.png,512,267,Coconut-800,"212.294375,205.331875;202.371875,218.11375;202.708125,223.15875;205.399375,220.131875;244.080625,222.15;238.530625,184.81375;234.6625,188.1775;221.208125,182.29125;221.7125,187.336875;224.066875,201.1275;253.330625,182.459375;253.330625,177.750625;251.985,167.659375;252.6575,173.209375;243.408125,169.6775;243.24,164.800625;239.035,162.950625;241.72625,155.550625;233.316875,152.01875;228.944375,150.84125;225.580625,153.700625;219.52625,173.209375;285.789375,173.545625;286.63,177.245625;293.189375,193.559375;303.61625,184.81375;281.48125,171.10625;302.60625,175.225"
Sambava_800_1.png,512,267,Coconut-800,"207.31875,142.1375;348.5125,124.425;280.25,136.41875;72.873125,96.62;205.475,159.15;35.536875,126.724375;25.44375,108.73125"
Sambava_800_1.png,512,267,Coconut-800,"178.944375,116.9975;176.80875,102.424375;194.145,104.81125;195.27625,113.605625;191.255625,117.374375;207.713125,115.113125;212.86375,121.394375;220.6525,120.389375;221.6575,129.434375;217.38625,127.926875;215.125,141.369375;203.001875,113.643125;209.29625,102.78875;208.64375,98.0625;199.635,90.075625;200.501875,94.30875;194.86125,83.455;243.90625,112.375;183.4375,92.3;213.43125,11.4875;184.41875,96.95625;193.45,100.28125;178.466875,85.414375;174.660625,84.22125;206.15,137.5875;223.8375,112.73125;225.476875,95.515;238.1775,127.5375;235.35125,135.5775;238.944375,133.404375;239.484375,137.31125;246.544375,130.79125;252.298125,116.24375;228.40375,87.68875"
Sambava_800_1.png,512,267,Coconut-800,"281.186875,145.0475;298.775,151.879375;256.69375,148.51875;294.95,151.075;286.855625,156.675625;354.93125,61.88125;338.020625,137.78;342.526875,144.320625;346.741875,145.48375;357.353125,132.6925;353.864375,135.163125;350.37625,138.070625;330.14375,112.825;302.845,123.389375;294.26875,119.319375;292.960625,110.016875;281.041875,110.016875;213.4875,16.025;345.50625,48.19375;289.39375,82.075;282.93125,91.85;280.61875,77.69375;342.84375,91.7125;259.55625,168.59375;234.3625,104.1;316.944375,80.364375;321.305,82.254375;258.25,157.9125;327.41,93.155625;318.398125,89.6675;316.8,102.16875;315.63625,97.806875;286.70625,63.43125;304.589375,111.18"
Sambava_800_1.png,512,267,Coconut-800,"256.375,144.1;346.3,84.58125;323.98125,127.23125;296.594375,138.36125;296.30375,133.564375;291.6525,131.675;285.256875,116.121875;277.553125,121.790625;276.3375,165.19375"
